x,y
7.301899701779998,7.21759575248
7.311847822080001,7.232099555339999
7.3217021444000006,7.246254560579998
7.3316449447,7.26061655256
7.341503307659999,7.274998037200001
7.351479479540001,7.289587751880001
7.361408901719999,7.303965826659996
7.371347482799999,7.318226319659999
7.381450032960001,7.33277099462
7.391711630099999,7.34755709104
7.40165208744,7.361756912140001
7.411870178379999,7.376120326700003
7.421946117440001,7.390222456320001
7.432289131479999,7.404711046139998
7.44247632966,7.41896886538
7.45258605546,7.433002824239999
7.462845110439999,7.44716721312
7.47295250548,7.46116319818
7.483185280180001,7.475369182759999
7.49338788298,7.489495913139996
7.503751867419999,7.5037035440399995
7.514112386900001,7.517837289260001
7.524273013059998,7.531647901599999
7.534725328319999,7.5457975371199995
7.545040084959998,7.559605606220001
7.555602129720001,7.573622782739999
7.566153217059998,7.587570371000001
7.5767413145799996,7.60154901098
7.5870579199399995,7.6151239214399995
7.597562591779997,7.628858438639999
7.607881586299999,7.6423175150199985
7.61846101406,7.656097645540001
7.62921672376,7.6700812760599995
7.639800314620001,7.6837307284800005
7.65043629852,7.697342290079999
7.66116019454,7.7109677850999985
7.6720615758,7.7247504013800015
7.6827536379599985,7.738164187080001
7.69359511598,7.75164541016
7.704488221119998,7.765105329599996
7.715298698780002,7.77840613904
7.726034551480001,7.791578362919999
7.7372944743200005,7.8053056416999995
7.748288115219999,7.818521455999999
7.7592256283,7.83180667884
7.77026745622,7.84545303896
7.78129031188,7.858986467359999
7.79263675638,7.872669271640001
7.803834898740001,7.886128352279999
7.815061972699999,7.899788019299997
7.82605254046,7.913233209040001
7.837180385159999,7.926662996179999
7.848318628999999,7.939909406000001
7.859302783519999,7.9530306171000005
7.870509814420001,7.966667435740001
7.881457052659999,7.9800638814
7.892345535199999,7.99324319584
7.903386177940002,8.00651068588
7.914272783420001,8.019681887639997
7.92520347416,8.03292234076
7.936234321980001,8.04610788128
7.947307074299999,8.05916741258
7.95857109296,8.07250909594
7.969547284340001,8.08564366112
7.980642474359999,8.09888234254
7.99180510546,8.11205691722
8.00314146752,8.125383180040002
8.014419352880001,8.138762036980001
8.025657485939998,8.152164758300001
8.037173672700002,8.16578098352
8.048328560760002,8.178820398700001
8.05959813454,8.191992751939999
8.0710090503,8.2053876016
8.082342418060001,8.21862826434
8.09397277398,8.2320567761
8.10552551054,8.245320519840002
8.116884644419999,8.25841096694
8.12811032546,8.27137712018
8.139480472779999,8.2844492132
8.15116606222,8.29779801542
8.1624564615,8.310703421020001
8.173780056039998,8.32369632514
8.185002359520002,8.336543398820002
8.19667370192,8.349789341680001
8.208104936320002,8.362672679880001
8.21988261684,8.375925026240001
8.23116444234,8.388594713300002
8.243050307479997,8.401861168860002
8.25464026762,8.414709114479997
8.26624664676,8.42754893672
8.27773596872,8.44026827106
8.28928410748,8.45305104638
8.3007991627,8.46575446318
8.31262094542,8.4787421562
8.324629946440002,8.491904255980002
8.336303970380001,8.504668326240001
8.348232355680002,8.51764922608
8.36003179162,8.53039274562
8.37221391602,8.543468419120002
8.383948697000001,8.556019517720001
8.39594003764,8.568811018360002
8.408360169540002,8.58200354386
8.420236953060002,8.59456388862
8.432023804860002,8.607001405360002
8.443977569840001,8.619616668920001
8.45631518028,8.63260480672
8.468628776780001,8.645487903
8.48079283682,8.658138813459997
8.49281266298,8.670581048240003
8.50476606002,8.6829159563
8.516879817180001,8.69531889484
8.528917085720002,8.707551219920001
8.540792511980001,8.71955931076
8.555089499480001,8.73135593192
8.563464972160002,8.74181817416
8.573266391140004,8.756112870999997
8.58579988866,8.765329354240002
8.599291419900002,8.77459154362
8.613481118460001,8.786513019600001
8.62589188058,8.79805250882
8.63938295314,8.80935770112
8.65356911102,8.81992820832
8.667734617120002,8.830172849380002
8.68212243114,8.841217579440002
8.696352091860001,8.852122387360001
8.71041858024,8.862078435219997
8.72582999182,8.872177648940003
8.740080131700001,8.88192976768
8.75438310182,8.892375584560002
8.769116657320001,8.90297136768
8.78326789418,8.91256682364
8.79835923728,8.922749325820002
8.81299031868,8.93325434602
8.827063634780002,8.94357682036
8.84128047192,8.95368558628
8.8556605677,8.9635590784
8.86995540582,8.973509013660001
8.884092186860002,8.98361478684
8.89803212786,8.993542298220001
8.912395108780002,9.003441387820004
8.92706711424,9.013475792980001
8.941014520880001,9.02326114208
8.95525192262,9.033447442540002
8.96934859614,9.043496974660002
8.984284562440005,9.05399240422
8.998896557160002,9.064376380560002
9.012831335800001,9.0744696816
9.026988474480001,9.08475889204
9.041240511340002,9.09494027094
9.055208926960002,9.104828334339999
9.06955697534,9.115056289700002
9.08364369006,9.125193384740001
9.09771992434,9.135293044720001
9.111825110920003,9.1453236374
9.126154033160002,9.155582250840004
9.1399623454,9.1656231999
9.15434257456,9.17621196664
9.16865627194,9.186732174500001
9.18267210214,9.197036208680002
9.196545613300001,9.2072989133
9.210307526299998,9.217544801439999
9.224209420160001,9.22787252444
9.238316028680002,9.238275437080002
9.2526800171,9.24883757764
9.266711051359998,9.25919341406
9.28062436144,9.269533422160002
9.294801683380001,9.280092575800001
9.30888545152,9.29063639868
9.32276517142,9.301118657960004
9.336450288500002,9.31157604824
9.350334761900001,9.3222805476
9.36420145776,9.33300051778
9.37816365284,9.343755367840002
9.392083914439999,9.35446173236
9.40582912402,9.365075813979999
9.419463695840001,9.37559326018
9.433168787960001,9.38610675272
9.44674435998,9.396508332920002
9.460616912879999,9.40735774996
9.473978689040003,9.418048708160002
9.487807009339999,9.429101822380002
9.501527105820001,9.43999627342
9.514968265420002,9.450722834940002
9.52872324986,9.46183501062
9.54213285122,9.47269577112
9.555648560640002,9.483556811580002
9.569317278400002,9.49449123818
9.582662820080001,9.505276148180002
9.596598126760002,9.516698506399997
9.60983117272,9.527595818560002
9.6233388427,9.538713836940001
9.63647501158,9.5496087824
9.649383938180002,9.56045606316
9.662662896180002,9.5716921875
9.67611289882,9.58308207822
9.689243729000001,9.594206289380002
9.702487385540001,9.60549971488
9.7156136804,9.616779298700003
9.728668127,9.628024894500001
9.74164660538,9.63922653726
9.754429528480001,9.65034670266
9.767361803580002,9.661671901080002
9.78022199372,9.6729536285
9.793111492460001,9.68428834114
9.8058332354,9.6955775865
9.818736174520001,9.70716509412
9.83153441844,9.71874135004
9.844558966880001,9.730591056020002
9.858168901400001,9.743063581040001
9.870714299460001,9.75484289086
9.88357950122,9.76673313654
9.896620629500001,9.77833378506
9.909556067700002,9.78981205102
9.922559253500001,9.80160966448
9.93534300192,9.81323662652
9.948219305860002,9.824644447939999
9.96125187898,9.8359983793
9.97433687854,9.847548537100002
9.98764127134,9.85951395134
10.000724293340001,9.87121199118
10.01391860082,9.88279608514
10.027059603480001,9.8943158988
10.04030978908,9.906086912000001
10.05302078196,9.917422097120001
10.06619457168,9.92900182614
10.079621382,9.940652748700002
10.09282676952,9.95216906654
10.105902022679999,9.963698178780001
10.118913389560001,9.975162474340001
10.13198169004,9.9865744355
10.144911178440001,9.99787690738
10.158030108180002,10.009486183400002
10.1709877098,10.021029410720002
10.18397693494,10.03253968684
10.19718759166,10.044174188580001
10.210430892120002,10.055881274
10.22368998428,10.06767704752
10.236565673860001,10.07910744252
10.24946975482,10.09052797322
10.2624725758,10.102091642320001
10.275580203780002,10.113821658040003
10.288573811000001,10.125438069820001
10.3017889932,10.13719403264
10.314419661599999,10.148450325639999
10.327450621,10.160150900140001
10.340485099399999,10.171931404079999
10.3534450198,10.18365564742
10.3660708798,10.19509421382
10.378777257000001,10.2066757959
10.391327343,10.21818911512
10.4040634224,10.2298805512
10.417081778200002,10.24179231458
10.4300533212,10.25365370842
10.442766907400001,10.26531593636
10.455460634600001,10.277005621699999
10.4683951442,10.28893343766
10.481110309600002,10.300692492400001
10.4941428444,10.3128278392
10.506796569,10.3247145602
10.5193377328,10.3365644866
10.5319265602,10.3484831774
10.5444484814,10.360350568200001
10.5569716752,10.372268942400002
10.569554398000001,10.3842930812
10.581963983400001,10.396146337200001
10.594830014600001,10.4083965612
10.607532827200002,10.420533773
10.620202301200003,10.432770861000002
10.6326667088,10.4448610478
10.6450857752,10.456852598200001
10.6573679766,10.468736504
10.669636003,10.4808118352
10.6820293014,10.4933894236
10.692360124,10.5049778376
10.7052266056,10.513212864400002
10.7167138928,10.5258823988
10.725329438200001,10.539100641600001
10.736855349800003,10.553631267000002
10.748506153600001,10.5663057892
10.7600199976,10.579333264799999
10.770995882400001,10.593524586600001
10.7811927054,10.607628708400002
10.791942377200002,10.621779174400002
10.802918748200002,10.635825177400001
10.8132835162,10.649940526000002
10.8233345056,10.6647824026
10.8335502574,10.679548012000001
10.8438381852,10.693445577
10.853384606399999,10.7088089092
10.8618220002,10.7249115064
10.8703040574,10.741369269800002
10.879038252600001,10.757974939400002
10.8870370324,10.774307530800002
10.894602114400001,10.791870724399999
10.9015231826,10.809157760000002
10.9082771528,10.8263876208
10.914882718,10.844059014800003
10.9211129918,10.8621793914
10.926832109600001,10.8804187544
10.932398824800002,10.898813199000001
10.9376841026,10.916741823800002
10.942838494400002,10.935293428800001
10.947627443,10.953702640000001
10.9522895156,10.972504393
10.956771859800002,10.991020905
10.9611090884,11.0097321168
10.965176556600001,11.028284606200002
10.969001933600001,11.046581691400002
10.9728900742,11.0654615946
10.976609385800002,11.0841590532
10.980127818400002,11.102605749000002
10.9836747726,11.1210396474
10.9873318456,11.139397173800003
10.991000442999999,11.158037415000003
10.9943596938,11.176375508
